Sample_Name,ANXA3,AQP9,ARG1,ASAH1,ATG3,AZU1,BCAT1,BCL2L11,BCL6,BMPR2,BPGM,BTK,BTN2A2,BTN3A2,BUB3,CAMK4,CAMP,CASP1,CASP8,CCNB1IP1,CD3E,CD3G,CEACAM8,CEP55,CREB1,CRISP2,CTNNB1,CTSG,DBT,DEFA4,DYRK2,EP300,FAS,GADD45A,GK,GNAI3,HMMR,HTRA1,ICAM3,INPP5D,ITGAV,JAK1,JAK2,KIF15,KLHL2,KLRB1,LCN2,LTF,MAFB,MAP3K1,MAP3K3,MAP4K1,MAPK14,MME,NCR3,OLFM4,ORM1,PAK2,PDE4B,PIK3CD,PIK3R1,PLCG1,PLEKHO1,POU2F2,PPP1R12A,PPP2R5C,PRC1,PRKAR1A,PTEN,RAF1,RHBDF2,SEMA4F,SEMA6B,SIDT1,SLC1A5,SLPI,SMAD4,SMYD2,SOS 2,SP1,STOM,STX1A,TBK1,TLE4,TLR1,TP53BP1,TRIB2,TXN,TYK2,VAMP5,VRK2,ZAP70,ZDHHC17
GSM2500419,9.969516295,12.19738109,8.916321845,6.856849059,-183.7056054,4.855647204,5.389628934,-23.74720386,9.104744549,4.276343606,5.198239745,7.812163337,-25.65160956,-24.22292234,-20.05325359,2.760461393,7.225379212,-48.49740712,4.894257725,-167.0751053,3.877353476,4.122404222,5.500195414,-159.0212484,4.600123366,-17.21420762,3.009127858,2.869625428,0.969726743,3.84350184,-18.80527326,2.393654108,6.622705409,4.360276678,1.734699769,1.082518908,-4.030912051,-12.23829865,2.432046543,-1.331580661,-4.841058243,-2.19227377,-2.577870672,-165.3698948,-23.90766238,-3.574590217,-0.297198923,-2.691925553,-20.46391695,-1.979864986,-4.342782631,-26.50605568,4.764370601,-5.620500367,-770.9152645,-23.25366783,-5.980883934,-6.480371683,-8.211271146,-5.61069133,-9.011362508,-9.657594718,-144.5076886,-9.962882456,-4.941742413,-8.435529,-20.61028333,-5.834178982,-6.482339278,-7.668591783,-229.534615,-26.40367479,-25.5111349,-159.0485656,-12.61063066,-10.67203012,-4.139792278,-164.2761034,-12.03616831,-10.36602544,4.453931217,-14.8008518,-78.39356886,-12.62114556,-11.50894056,-15.31051275,-79.96384202,-10.35707471,-11.5412096,-23.60702564,-15.67876423,-16.31218631,-61.64252321
GSM2500421,9.91794455,12.17695036,8.833405596,6.880044863,-183.6231355,4.851754076,5.372149972,-23.707046,9.025598441,4.180913732,5.268638494,7.801131528,-25.55930181,-24.12215581,-20.05259336,2.84017939,7.534879592,-48.56226653,4.925353659,-166.9708078,4.011281602,4.172716283,5.376674629,-159.5640339,4.548382357,-17.2341865,3.044115143,2.737784007,0.992813581,3.159897854,-18.75910366,2.429666591,6.618805556,4.2669833,1.752628241,1.098883487,-4.516656716,-12.1502948,2.411285137,-1.352154977,-4.989672862,-2.174599914,-2.576500999,-165.752384,-23.9490025,-3.339448475,-0.430708124,-2.766272862,-20.64949558,-1.998128652,-4.346879633,-26.41283425,4.70688829,-5.607446493,-770.9235376,-22.77307199,-6.052270137,-6.506993091,-8.219300358,-5.624257577,-9.032881872,-9.644781159,-144.4873784,-9.879526767,-4.979169232,-8.442052394,-20.98314992,-5.895439609,-6.492018862,-7.636881718,-229.5540155,-26.45354322,-25.53276768,-158.9567095,-12.71020425,-10.54227263,-4.192719972,-164.1853641,-12.06676515,-10.36061062,4.425480052,-14.87536205,-78.4303106,-12.621252,-11.48084643,-15.25047613,-79.80054293,-10.4726817,-11.54315283,-23.80744386,-15.64847929,-16.3402353,-61.63388575
GSM2500423,9.825907506,12.20111458,8.782357605,6.867043165,-183.8104359,4.804820581,5.355162971,-23.52694264,9.166600953,4.23677521,5.012404922,7.777987549,-25.6151081,-24.08465885,-20.13842302,2.85651645,7.263967607,-48.47804577,4.90211766,-167.0364434,4.090676397,4.396963084,5.101773712,-159.7110192,4.554843221,-17.29870912,2.965489561,2.895940289,1.033877606,3.617313322,-18.79401313,2.386689735,6.610976549,4.196538812,1.701638041,1.001720155,-4.614289637,-11.97871855,2.533445039,-1.227170293,-5.154879043,-2.006618867,-2.603483979,-165.7708848,-24.13188291,-3.269729941,-0.951059492,-2.945411594,-20.71221212,-1.99612977,-4.213916605,-26.3960314,4.79234493,-4.775668703,-770.7483491,-23.30011755,-6.366445538,-6.525647223,-8.218252992,-5.552408728,-9.037959691,-9.559072031,-144.3701052,-9.878429177,-5.060980642,-8.396172262,-21.0634025,-6.001557,-6.437361068,-7.548797225,-229.5839704,-26.4036072,-25.54214874,-158.906321,-12.81689934,-10.17428183,-4.135092472,-164.2148102,-11.98047556,-10.32939929,4.364307193,-14.89103644,-78.49878438,-12.60326523,-11.60277988,-15.21626165,-79.84383795,-10.40036791,-11.41106564,-23.89633117,-15.75931334,-16.16489748,-61.66730115
GSM2500425,9.77063189,12.18540729,8.752779273,6.909646349,-183.6655854,4.781418735,5.453485573,-23.51737827,9.107549829,4.329805765,5.15397272,7.910706403,-25.55081399,-24.01159528,-20.05933477,2.826614577,7.245030729,-48.48429872,4.955658581,-167.0272057,4.023420147,4.289022408,5.491179834,-159.6417189,4.656596667,-17.32227293,3.070171883,3.235464071,0.991780421,4.2987947,-18.73918427,2.350911756,6.626147953,4.055437219,1.681209076,1.001460289,-4.564378764,-12.26964982,2.549379433,-1.301715494,-4.962974074,-2.115809861,-2.590498196,-165.7031651,-24.05051622,-3.373821018,-0.98820587,-3.230199551,-20.49173198,-1.975381755,-4.320132392,-26.35353785,4.694069597,-5.205258158,-770.8159282,-23.40668615,-6.031326348,-6.513320532,-8.140518143,-5.597606408,-9.036455401,-9.614088969,-144.3028072,-9.761750983,-5.008040134,-8.38566166,-21.0253392,-5.874461502,-6.513305684,-7.536423979,-229.6118556,-26.42620593,-25.55558953,-158.9539353,-12.74364894,-10.29419639,-4.11981152,-164.1858443,-12.05072072,-10.33544043,4.371828024,-14.90000121,-78.42177825,-12.61483176,-11.53719929,-15.29388559,-79.9902137,-10.47000388,-11.48497404,-23.73670243,-15.70088118,-16.24330941,-61.637474
GSM2500427,9.810922822,12.14093412,8.738583569,6.883773807,-183.7614131,4.85643222,5.277812979,-23.68169568,9.02750145,4.249629956,5.515390029,7.659450004,-25.54583565,-24.13105274,-20.14334021,2.890327375,7.17636515,-48.57247852,4.820237606,-167.0086793,4.027180694,4.285122018,5.491213234,-159.5712536,4.468073746,-17.09034694,2.927540336,2.994519605,1.028768075,4.122186501,-18.79087929,2.292079465,6.645556197,4.141495332,1.670750774,0.929319954,-4.412404381,-12.07837027,2.458949358,-1.35379511,-5.149142669,-2.266568144,-2.684182301,-165.6656262,-24.10432774,-3.328253133,-0.566990397,-2.775097822,-20.6142121,-2.069099277,-4.406272623,-26.55013975,4.6198175,-5.300781924,-770.8383343,-22.91632369,-6.227161004,-6.627382637,-8.130988377,-5.714690907,-9.13423854,-9.69787848,-144.2795247,-9.873096233,-5.149606453,-8.470935314,-20.93091281,-5.956005395,-6.582773345,-7.731594893,-229.5876607,-26.35357216,-25.57641042,-159.0304525,-12.61915313,-10.36376006,-4.188323872,-164.2218284,-12.17926913,-10.495057,4.370350214,-14.89976922,-78.54552044,-12.71482919,-11.59452005,-15.23693726,-79.92930786,-10.58045559,-11.60028057,-23.63436927,-15.7902539,-16.31792412,-61.80012509
GSM2500429,10.00938213,12.2110698,8.9166337,6.726322534,-183.6482333,4.847493566,5.315215877,-23.74599652,9.099127019,4.194002701,5.616451794,7.81474846,-25.60427808,-24.10570389,-20.15707851,2.700032113,7.699151745,-48.45791754,4.869261616,-167.1112405,3.956775285,4.207848586,5.743985343,-159.4770288,4.5597453,-17.15972885,2.990637135,2.96608742,0.958041281,4.004073218,-18.84094368,2.417821824,6.652108964,4.361920164,1.808048956,1.094349095,-4.511749595,-12.14452029,2.341802787,-1.353860424,-5.082385451,-2.1874128,-2.549270237,-165.7157751,-23.99179431,-3.430986283,-0.296351106,-2.577361,-20.77019466,-1.981018634,-4.34463196,-26.47013502,4.750042812,-5.451289176,-770.8704136,-22.55999082,-6.112063165,-6.447623977,-8.183571486,-5.562456437,-9.03764772,-9.625435237,-144.2072428,-9.914105994,-4.961247903,-8.45491609,-20.99040704,-5.93463438,-6.439800335,-7.674146768,-229.5229191,-26.48927329,-25.4446279,-158.9977418,-12.50251678,-10.40105155,-4.151217872,-164.1913902,-12.01897887,-10.31357199,4.504812043,-14.88379365,-78.43742169,-12.58529346,-11.50480301,-15.23147067,-80.00624426,-10.37211825,-11.54586168,-23.68476729,-15.70595126,-16.30027762,-61.62893112
GSM2500431,9.923094651,12.23102255,8.778481699,6.945812542,-183.5982288,4.785164241,5.613271603,-23.62406772,9.020588425,4.373707719,5.249043468,7.846904676,-25.60637125,-24.10750468,-20.08481564,2.788140963,7.252371748,-48.50311914,4.88670078,-166.9870371,3.826565996,4.137499567,5.493963926,-159.1464007,4.630721068,-17.58048418,3.068111414,2.610599664,0.992189528,3.240460644,-18.75496227,2.43081811,6.673971549,4.337464865,1.772131008,1.122363514,-4.185281088,-12.3959459,2.430932088,-1.336921244,-4.798415944,-2.172832656,-2.531298667,-165.5821407,-23.87107728,-3.549522444,-0.627637178,-2.885642819,-20.49096532,-1.968809774,-4.3208843,-26.5526496,4.711417335,-5.669217708,-770.9261785,-22.82513486,-6.11721427,-6.42946419,-8.223926733,-5.564992934,-8.964177141,-9.665475105,-144.3810439,-9.849620701,-4.952090648,-8.390726276,-20.80754344,-5.857696406,-6.432863948,-7.66099269,-229.5009251,-26.48432028,-25.52718322,-159.011646,-12.66867375,-10.74040524,-4.119704044,-164.2954702,-12.04829477,-10.32426402,4.473040781,-14.95975432,-78.35245313,-12.63111628,-11.45288085,-15.25977081,-80.01086408,-10.47455436,-11.50887241,-23.606105,-15.56238686,-16.36788424,-61.63476284
GSM2500433,9.817323703,12.02272364,8.858080411,6.752864394,-183.7653349,4.954192237,5.2586427,-23.75274526,9.057836781,4.242080378,5.569308292,7.785973269,-25.58854187,-24.08230645,-20.0287474,2.792276486,7.413032958,-48.60379937,4.829636058,-166.958081,4.185358124,4.238767267,5.803523643,-159.3202932,4.566319702,-16.99490579,3.005136541,3.190784846,0.966716431,4.063797144,-18.69263187,2.353786852,6.511039038,4.240659604,1.545515466,1.026932866,-4.365140628,-12.26880992,2.411606271,-1.271563427,-5.023365075,-2.159198903,-2.658283074,-165.6258823,-24.12091962,-3.448777838,-0.371701956,-2.527181779,-20.63557804,-2.083316948,-4.32064428,-26.29537388,4.691018205,-5.48142837,-770.6776228,-22.9481428,-6.005617543,-6.503583834,-8.153891257,-5.576279284,-8.991324509,-9.527569999,-144.2110815,-9.80020221,-5.045273311,-8.383770224,-20.73824504,-5.940603532,-6.545921034,-7.674466763,-229.5151815,-26.46002789,-25.52433198,-158.8999145,-12.50190578,-10.63664266,-4.171756335,-164.1866901,-12.10877155,-10.41365498,4.416585714,-14.87067641,-78.46034105,-12.65117007,-11.66740833,-15.21430298,-79.89043948,-10.45298885,-11.43355609,-23.59804491,-15.72338324,-16.1010376,-61.72654878
GSM2500435,9.816733808,12.13085635,8.642244291,6.903872875,-183.6749888,4.891016517,5.336251424,-23.71350566,9.064052589,4.236889606,5.530421277,7.793087624,-25.64328042,-24.05771103,-20.07561849,2.914144659,7.533822619,-48.55585168,4.886725868,-167.0572088,4.03598618,4.37899029,5.069934484,-159.7070213,4.597294223,-17.35582285,3.019903746,2.774471492,0.997020858,3.697033184,-18.63761747,2.405650419,6.578880233,4.153636554,1.64544347,1.033886151,-4.640659972,-12.02413702,2.441836095,-1.284526296,-4.934864745,-2.159045115,-2.626099992,-165.8593467,-24.03410579,-3.314978548,-1.001606804,-3.361902348,-20.55452267,-2.019135892,-4.313914443,-26.36959973,4.654301171,-5.091055544,-770.794123,-23.71164945,-6.147405134,-6.516649534,-8.253664896,-5.599322473,-9.062625985,-9.533240302,-144.1613359,-9.777927662,-4.974740587,-8.426269743,-21.03282351,-5.94555093,-6.523426875,-7.600683885,-229.6101563,-26.44637324,-25.55249879,-159.0134941,-12.5043072,-10.52818617,-4.143649338,-164.1456359,-12.07261453,-10.39427865,4.326422174,-14.81220691,-78.46146041,-12.65935517,-11.51554927,-15.26690232,-79.75321814,-10.46019414,-11.48831685,-23.6991902,-15.73135413,-16.2367084,-61.63957685
GSM2500437,9.749991661,12.15246733,8.607944891,6.861282943,-183.710254,4.972751932,5.408019892,-23.65249037,9.11058668,4.257471147,5.469863383,7.701486266,-25.62491898,-24.07291027,-20.11886161,2.860597869,7.258928713,-48.53379213,4.838067046,-166.9918617,4.089567889,4.258364046,5.50415393,-159.4739221,4.586804421,-17.30070948,2.917608683,3.547760911,0.987063282,4.342967346,-18.68372608,2.357764031,6.527200672,4.181390642,1.575102112,0.955585888,-4.55968679,-12.18951036,2.431683419,-1.340356323,-4.927596816,-2.181552134,-2.598399686,-165.7553865,-24.09757684,-3.323410463,-0.821574595,-3.085378191,-20.51988697,-2.010904822,-4.315321187,-26.45563625,4.664365644,-5.208234895,-770.7650166,-23.41226573,-6.027276447,-6.519915161,-8.220281516,-5.582672097,-9.087850843,-9.590151019,-144.0657154,-9.762712263,-5.073075826,-8.426448887,-20.91626143,-5.92297593,-6.520258062,-7.620526215,-229.7031077,-26.4211606,-25.53523626,-158.9711777,-12.45951461,-10.29116052,-4.148416861,-164.173501,-12.05028307,-10.36362695,4.41151536,-14.8392755,-78.46808994,-12.63190705,-11.6328822,-15.25936818,-79.93817426,-10.46489073,-11.48622861,-23.68188432,-15.86325261,-16.18809745,-61.69156033
GSM2500439,9.601774846,11.91264336,8.925120048,6.859159902,-183.7141439,4.877977632,5.562772567,-23.73616879,8.938517515,4.201114432,5.386142205,7.717515718,-25.59736409,-24.25358115,-20.01424655,2.769146253,7.673350049,-48.58233884,4.900037195,-166.9770524,3.921314093,4.073171776,5.911622252,-159.5804189,4.571198713,-16.66272029,2.9825231,3.146193032,1.031874403,4.174054092,-18.73837978,2.330790668,6.573017968,3.989639724,1.391982452,0.953370734,-4.39600471,-12.20678965,2.484475212,-1.291191959,-4.846201356,-2.07149075,-2.752259089,-165.6745411,-24.16206988,-3.43955703,-0.866568455,-2.682858262,-20.48136282,-2.176425699,-4.369957546,-26.50300749,4.601323031,-5.260141383,-770.9223656,-22.81289797,-6.240369551,-6.587194843,-8.138359648,-5.70317792,-9.068944807,-9.631921847,-144.2620216,-9.794686803,-5.090158693,-8.447643531,-20.89775125,-5.956681305,-6.595545932,-7.481937506,-229.6908382,-26.44209537,-25.62868609,-158.99677,-12.62567144,-10.49225122,-4.063096174,-164.1932571,-12.00412166,-10.38767816,4.360173112,-15.01093836,-78.35402938,-12.63238953,-11.71151325,-15.20403365,-79.81412004,-10.46046889,-11.59949397,-23.83760765,-15.75829954,-16.36578494,-61.5467855
GSM2500441,9.96948656,12.18592031,9.012479643,6.837373449,-183.6566032,4.955022005,5.542059342,-23.78747575,9.114315102,4.341506991,5.402157539,7.790020246,-25.61951859,-24.1289387,-19.95812872,2.761006875,7.36897442,-48.56607115,4.880946242,-166.9493384,4.061074948,4.21471735,5.97596385,-159.1951255,4.607096632,-17.22888952,3.070595768,3.7056589,1.016495,4.7590141,-18.76856701,2.41864563,6.658511331,4.277977024,1.673191658,1.050501657,-4.144073864,-12.24735442,2.488675419,-1.295067257,-4.916488928,-2.143196909,-2.590997974,-165.3370482,-24.00043844,-3.231738963,-0.451605655,-2.628628355,-20.81008091,-2.00673046,-4.323690047,-26.42486782,4.736441753,-5.42099287,-770.9365651,-22.6612174,-6.069726676,-6.524996204,-8.228978359,-5.641182812,-8.981394991,-9.623811279,-144.4086043,-9.951220106,-4.988166009,-8.360273636,-20.62249305,-5.901508711,-6.479422913,-7.635241955,-229.5452908,-26.44610823,-25.60029511,-158.8931166,-12.57382127,-10.22833121,-4.071774918,-164.2324106,-12.02148034,-10.3711173,4.466367993,-14.88183391,-78.42137884,-12.63528574,-11.61565129,-15.31166708,-79.88038203,-10.40638716,-11.49692988,-23.77810457,-15.63410735,-16.25407443,-61.58180501
GSM2500443,9.9913254,12.10572593,8.845410815,6.767190414,-183.7718506,4.793994277,5.140923618,-23.79212756,9.037875917,4.161551773,5.30007247,7.723944172,-25.5461415,-24.00681561,-20.00860137,2.947909437,7.516962735,-48.61837095,4.81421894,-166.9687632,4.169859811,4.457567058,5.703464009,-159.5343051,4.529786295,-16.97299579,2.99575128,2.978381471,1.025493085,3.906406447,-18.60960653,2.325639699,6.544337965,4.264513227,1.615352063,1.053299878,-4.61137472,-12.03105584,2.387831861,-1.343064434,-5.197563644,-2.144080523,-2.679785903,-165.6396889,-24.09938529,-3.308155148,-0.397676071,-2.606936059,-20.83335893,-2.104333049,-4.398521398,-26.28010003,4.72372502,-5.592934893,-770.8196954,-22.66582349,-6.435587181,-6.53005685,-8.194238917,-5.629833453,-8.967491743,-9.528729555,-144.2768839,-9.870992844,-5.029704519,-8.389374796,-20.99502221,-6.010153447,-6.477240969,-7.674334171,-229.6126435,-26.37141006,-25.53355702,-158.8720773,-12.70620777,-10.50217203,-4.135403684,-164.1269894,-12.09588908,-10.4306317,4.418195176,-14.83745474,-78.51750281,-12.67247721,-11.64661352,-15.24541492,-79.80274207,-10.43288568,-11.55283172,-23.87130376,-15.74320885,-16.12935415,-61.67310114
GSM2500445,9.959308387,12.14317856,8.845586725,6.823295157,-183.6449423,4.784596327,5.291556938,-23.669007,9.04795899,4.267892728,5.110680023,7.78552311,-25.6590455,-24.07431099,-19.9692546,2.924966336,7.312842984,-48.45824737,4.870025576,-166.9834864,4.01462286,4.366210796,5.653136185,-158.9466922,4.628746016,-17.03534083,3.000324091,2.839081463,1.00859109,3.946959732,-18.60840917,2.392161425,6.650549911,4.195131929,1.626618372,1.052500421,-3.929307656,-12.30189385,2.45074288,-1.361715937,-4.840333211,-2.194352371,-2.593020648,-165.3402647,-24.00635886,-3.316705624,-0.392683415,-2.826097954,-20.47512557,-1.997446662,-4.383541317,-26.4559937,4.720109695,-5.445566025,-770.7881513,-22.82202949,-6.167426352,-6.520123376,-8.126898132,-5.638319336,-9.020341453,-9.557370664,-144.3353785,-9.901035232,-4.9629364,-8.400544063,-20.5118294,-5.88898445,-6.556285883,-7.630499161,-229.614211,-26.46233056,-25.52001367,-158.858127,-12.72322467,-10.28939512,-4.104642905,-164.1590824,-12.06638406,-10.39229335,4.469693554,-14.90159589,-78.4073204,-12.65680589,-11.60674511,-15.2462881,-79.77866362,-10.41126913,-11.50538595,-23.56333005,-15.72076627,-16.16815037,-61.6421503
GSM2500449,9.884729648,12.05200767,8.906767206,6.745576273,-183.7407532,4.85511485,5.406984935,-23.77942384,8.888799779,4.31341257,5.851403552,7.63424864,-25.60265934,-24.13889471,-20.01617082,2.824445088,7.393377406,-48.63628352,4.796771337,-166.8279774,3.955157556,4.395811048,5.64433771,-159.2454982,4.555881686,-17.14787748,2.943865987,2.881704846,1.000128017,3.437379583,-18.69481112,2.343722613,6.527261906,4.183090173,1.640956459,1.003458994,-4.315850486,-12.13784787,2.287609514,-1.329856617,-5.051604246,-2.231861607,-2.661823037,-165.5972058,-24.10423548,-3.347786886,-0.495288239,-2.733729852,-20.54422695,-2.022146487,-4.414279426,-26.28873957,4.609385455,-5.544249335,-770.8319477,-22.6486571,-6.094688701,-6.559858698,-8.240910392,-5.721817503,-9.048140146,-9.559652941,-144.1734575,-9.803026339,-5.05466021,-8.474064428,-20.83253062,-6.046159022,-6.497610753,-7.702885457,-229.5891689,-26.39098657,-25.49995532,-158.9370263,-12.36964363,-10.50306339,-4.150272915,-164.1447781,-12.16226279,-10.45823021,4.458828658,-14.87727909,-78.44885834,-12.70239021,-11.68897767,-15.24994581,-79.82636935,-10.41142708,-11.56151082,-23.65477794,-15.66795068,-16.2325516,-61.67165799
GSM2500451,9.904303366,12.22004785,8.772932379,6.849355315,-183.5837544,4.979933165,5.44832004,-23.59558467,9.19860153,4.307559439,4.992110292,7.676815256,-25.58976104,-24.01412244,-20.07860454,2.716309791,7.696143042,-48.35486651,4.97274047,-167.0150055,3.93850534,4.048558063,5.90963778,-159.4732725,4.639252861,-16.93554343,2.948722762,3.585167258,1.031529517,4.456730332,-18.84343969,2.361320788,6.811170904,4.065849549,1.802545138,0.993883267,-4.432922315,-12.1054483,2.512495396,-1.352292638,-4.928857698,-2.089486414,-2.536941003,-165.614969,-24.03737211,-3.512024243,-0.48402214,-2.499907225,-20.68495076,-1.909752964,-4.274157804,-26.53348713,4.748767479,-5.06497546,-770.8716413,-23.14932155,-6.238586535,-6.477092688,-8.022691009,-5.63753857,-9.077984574,-9.630104764,-144.3008212,-9.832095064,-4.990973363,-8.431686341,-20.84711338,-5.907141715,-6.431939617,-7.548176512,-229.5159915,-26.4890361,-25.5468582,-159.04196,-12.73891041,-10.11767007,-4.074151985,-164.2074604,-11.98912376,-10.32240642,4.395328642,-14.93361575,-78.47915927,-12.6013699,-11.5860718,-15.28795871,-80.05110209,-10.45187369,-11.48995265,-23.68823241,-15.76012551,-16.33548095,-61.64229532
GSM2500453,9.898382781,12.1113558,8.586543488,6.827723388,-183.6480103,4.784596327,5.389856909,-23.72217338,9.110392551,4.313422752,5.412482339,7.873506682,-25.49400177,-24.04444379,-20.01220651,2.8316849,7.305074402,-48.42358794,4.904333134,-167.0092793,3.957508088,4.175783067,5.565782967,-159.2676886,4.581794374,-17.3168493,3.063089769,2.786365587,1.010368561,3.65683609,-18.70960789,2.408511631,6.717284554,4.23948908,1.773976683,1.040194732,-4.301365721,-12.23175466,2.436115484,-1.318647795,-4.886870538,-2.153140021,-2.609660904,-165.6127694,-23.97426788,-3.343825952,-0.806775108,-2.872762725,-20.57672779,-2.062111064,-4.342387037,-26.43321669,4.614551452,-5.601343328,-770.8954171,-22.60691204,-6.191420039,-6.454339962,-8.144859031,-5.639833285,-9.034309738,-9.588727812,-144.2780256,-9.816067258,-5.012721855,-8.470801921,-20.84297692,-5.922760196,-6.44317867,-7.619400112,-229.5208061,-26.43347327,-25.47713648,-158.9779093,-12.66866872,-10.21652627,-4.106575818,-164.2042435,-12.09327951,-10.34721412,4.391482952,-14.98760969,-78.37117937,-12.61811803,-11.61346501,-15.22221776,-79.86199425,-10.33885122,-11.48183138,-23.68041948,-15.66156628,-16.29211526,-61.65119704
GSM2500455,9.849877999,12.21702742,8.894574721,6.940313548,-183.694799,4.858104261,5.655929837,-23.70370762,9.136009198,4.230085137,5.682922144,7.775475279,-25.56158342,-24.17285729,-20.13125238,2.791919318,7.354706951,-48.49203799,4.906122458,-167.0937063,3.855577093,4.197786719,5.307138074,-159.8089035,4.580855436,-17.00413905,2.955076157,2.785710128,0.968518068,3.818171103,-18.77628596,2.413982098,6.578574132,4.214996801,1.665303319,0.981159979,-4.63227103,-11.96899509,2.528619641,-1.293363485,-4.92607579,-2.101717507,-2.656396117,-165.7356203,-23.94800196,-3.425884091,-0.990936377,-3.208211439,-20.46700795,-2.04276367,-4.285234285,-26.53528387,4.70178757,-4.905476021,-770.9278442,-23.4144214,-6.081929255,-6.486061647,-8.174723117,-5.554202737,-9.102357631,-9.621244356,-144.1826155,-9.827820334,-4.997437087,-8.470763176,-21.02153905,-5.942835543,-6.433439441,-7.548251027,-229.6742179,-26.4394014,-25.56968109,-159.117568,-12.43852186,-10.30584246,-4.153354864,-164.2361794,-12.03420389,-10.36985889,4.365512712,-14.96025354,-78.44870269,-12.61123085,-11.52456861,-15.30261044,-79.95450964,-10.4060579,-11.46789935,-23.7639512,-15.78078404,-16.34195053,-61.60159183
GSM2500457,9.950731634,12.25003851,9.102273398,6.929047717,-183.650357,4.753882534,5.826358705,-23.72962411,9.148067102,4.310146129,5.043471908,7.800707711,-25.63036994,-24.25686859,-20.08592952,2.796966433,7.17032725,-48.47262593,4.952623155,-166.9956793,3.99913485,4.198307507,5.272246555,-159.4619441,4.579635199,-17.37714251,3.081118173,2.97212986,1.018407318,3.847152998,-18.77117013,2.433613686,6.665335675,4.331480632,1.714968031,1.083741611,-4.481711888,-12.149936,2.469618609,-1.311401823,-4.956741212,-2.129769241,-2.433215119,-165.880947,-23.91105517,-3.495392009,-0.881376829,-3.06557456,-20.49289619,-1.967839166,-4.289430235,-26.47653431,4.766744671,-5.143708597,-770.880381,-23.06488234,-6.073115908,-6.494983356,-8.172134775,-5.670966559,-8.9867489,-9.633703825,-144.4909207,-9.915312017,-4.944812989,-8.410857709,-20.95735185,-5.900057,-6.441038092,-7.649702842,-229.4989893,-26.4371175,-25.53529654,-158.9776593,-12.72070381,-10.55132094,-4.054671003,-164.1806839,-11.99476018,-10.35239356,4.451569292,-14.92903202,-78.4675993,-12.58938319,-11.52629733,-15.31744236,-79.96797806,-10.41040307,-11.50352386,-23.77533716,-15.65003442,-16.31425463,-61.60885989
GSM2500459,9.939251428,12.15586091,8.892692354,6.799272784,-183.5523503,5.019556806,5.169470834,-23.79487595,9.092369333,4.195536685,5.663738813,7.714107463,-25.39201032,-23.88290349,-19.99096892,2.896331576,7.695309501,-48.39680754,4.914224543,-166.9293348,4.166785748,4.45940466,5.978390186,-159.1030928,4.575958091,-16.81881503,3.047376515,3.579531934,1.012008017,4.526365742,-18.63992159,2.392800204,6.821809704,4.139547746,1.7608377,0.984682679,-4.028010455,-12.37043127,2.481582085,-1.296420258,-4.839895279,-2.175961098,-2.497812783,-165.3683196,-23.99774189,-3.128775753,-0.366140605,-2.583536026,-20.9071077,-2.140124387,-4.370233659,-26.33011119,4.714492204,-5.13746562,-770.80504,-22.59067396,-6.243205747,-6.56685168,-7.942993988,-5.652177142,-9.04295324,-9.577010954,-144.3787935,-9.982563488,-5.000547127,-8.395880822,-20.58629579,-5.926700118,-6.488157159,-7.570842783,-229.4522615,-26.45294095,-25.55500866,-158.8937686,-12.59980822,-10.3381692,-4.107995146,-164.2314469,-12.09268197,-10.3921131,4.42739494,-14.92561448,-78.32917978,-12.5778906,-11.51962693,-15.21212983,-79.76326603,-10.40590948,-11.4893798,-23.56336958,-15.60839295,-16.12515291,-61.53980439
GSM2500461,9.826980772,12.22505387,8.905142115,6.895895212,-183.7524422,4.747441695,5.43395773,-23.80998637,9.187028698,4.22124456,5.168022287,7.738972618,-25.63495003,-24.31207808,-20.09951321,2.778501623,7.444681493,-48.5317736,4.959301928,-167.0649012,3.884387446,4.148080151,5.29140572,-159.7861856,4.587264914,-17.21195412,2.991878584,2.829316084,0.993728557,3.970547998,-18.75216,2.419185673,6.569105632,4.269486476,1.656821082,0.962851272,-4.656677314,-12.18786891,2.539723984,-1.272297471,-5.184735602,-2.068342658,-2.546847636,-165.8711301,-24.04735379,-3.302273844,-0.97466063,-3.13122816,-20.76758382,-1.995048786,-4.229497854,-26.45716937,4.724646957,-5.060785401,-770.8303617,-23.22890771,-6.115488228,-6.511323317,-8.171290223,-5.595969781,-9.06916346,-9.620065524,-144.3459004,-9.863738731,-4.99588988,-8.460101013,-21.01550896,-5.952541609,-6.385143361,-7.530605862,-229.6973578,-26.37923347,-25.52478794,-158.8907682,-12.68752357,-10.35626058,-4.142635628,-164.2135945,-11.94788695,-10.29348731,4.348432864,-15.01975434,-78.55027329,-12.53970611,-11.57238344,-15.24121518,-80.03548799,-10.46022881,-11.50311853,-23.81538787,-15.78534469,-16.38046323,-61.57919752
